mcSEED_subsystem	name	alt_names	functional_role_description	dupl_subsystem		functional_role_type	database_classification	additional_classification	function_description	regulon	example_mcSEED_id	example_locus_tag	evidence	evidence_info	reference
Beta-glucoside utilization	BgrT3	NA	Predicted transcriptional regulator of beta-glucoside utilization-3 (TetR family)	no	Flavonoid glycoside and ginsenoside utilization	regulator	TetR	NA	Predicted to regulate the expression of blArap42B	BgrT3	fig|555970.3.peg.51	Balat_0054	predicted_previously	Function was suggested previously in the literature	26903998
Beta-glucoside utilization	BgrT4	NA	Predicted transcriptional regulator of beta-glucoside utilization-4 (TetR family)	no	Flavonoid glycoside and ginsenoside utilization	regulator	TetR	NA	Predicted to regulate the expression of ginT	BgrT4	fig|547043.16.peg.1865	BPSE_1723	predicted_previously	Function was suggested previously in the literature	26903998
Beta-glucoside utilization	BgrT6	XsaR	Predicted transcriptional regulator of beta-glucoside utilization-6 (TetR family)	no	Flavonoid glycoside and ginsenoside utilization	regulator	TetR	NA	Predicted to regulate the expression of ginT	BgrT6	fig|547043.16.peg.1862	BPSE_1720	predicted_previously	Function was suggested previously in the literature	26903998;29740413
Beta-glucoside utilization	Rgl78	rBdRham	Flavonoid/ginsenoside alpha-rhamnosidase (GH78)	no	Flavonoid glycoside and ginsenoside utilization;Rhamnoglycoside utilization	CAZyme	GH78;CBM67	intracellular	Releases terminal alpha-rhamnopyranosyl (L-Rhap) residues from rhamnoglycosides (rutin, poncirin, naringin, ginsenoside Re), but not quercitrin	RglR	fig|401473.3.peg.150	BDP_0161	characterized_bifido	Biochemically characterized (Bifidobacterium dentium)	25179902;doi.org/10.3390/biom14121611
Beta-glucoside utilization	RglT	NA	Putative rhamnoglycoside MFS permease (TC 2.A.1.2)	no	Flavonoid glycoside and ginsenoside utilization;Rhamnoglycoside utilization	transporter	TC 2.A.1.2	MFS Superfamily; Drug:H+ Antiporter-1 (12 Spanner) (DHA1) Family	Predicted to transport rhamnoglycosides	RglR	fig|401473.3.peg.151	BDP_0162	predicted_new	NA	NA
Beta-glucoside utilization	RglT2	NA	Putative rhamnoglycoside MFS permease (TC 2.A.1.1)	no	Flavonoid glycoside and ginsenoside utilization;Rhamnoglycoside utilization	transporter	TC 2.A.1.1	MFS superfamily; Sugar Porter (SP) Family	Predicted to transport rhamnoglycosides	RglR	fig|401473.3.peg.149	BDP_0159	predicted_new	NA	NA
Beta-glucoside utilization	RglR	NA	Putative transcriptional regulator of rhamnoglycoside utilization (LacI family)	no	Flavonoid glycoside and ginsenoside utilization;Rhamnoglycoside utilization	regulator	LacI	NA	Predicted to regulate the expression of rgl78, rglT, rhaT2, rglR	RglR	fig|401473.3.peg.148	BDP_0158	predicted_new	NA	NA
Alpha-galactoside utilization	RafA	MelA	Alpha-1,6/4/3-galactosidase (GH36)	no	Mel;RFO	CAZyme	GH36	intracellular	Releases terminal alpha-1,3/4/6-linked galactopyranosyl (D-Galp) residues from melibiose, raffinose, stachyose, and synthetic alpha-1,3/1,4-galactobiose	RafR	fig|326426.4.peg.2014;fig|398513.5.peg.1721	Bbr_1869;BBPR_1815	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003, Bifidobacterium bifidum NCIMB 41171). Gene in Bifidobacterium breve UCC2003 is upregulated during growth on melibiose, raffinose, stachyose. Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on melibiose, raffinose, stachyose	23913435;19005653
Alpha-galactoside utilization	RafA2	AgaA	Alpha-1,6-galactosidase (GH36)	no	Mel;RFO	CAZyme	GH36	intracellular	Predicted to release terminal alpha-1,6-linked galactopyranosyl (D-Galp) residues from raffinose and stachyose	NA	fig|401473.3.peg.215	BDP_0227	homology_with_characterized	48% amino acid sequence identity with characterized alpha-galactosidase from Geobacillus stearothermophilus	23012371
Alpha-galactoside utilization	RafB	BlG16BP;Balac_1599	Raffinose family oligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1.53)	no	Mel;RFO	transporter	TC 3.A.1.1.53	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports melibiose, raffinose, and stachyose	RafR	fig|326426.4.peg.2012	Bbr_1867	characterized_bifido	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on melibiose, raffinose, stachyose. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on melibiose, raffinose, stachyose	23913435;27502277
Alpha-galactoside utilization	RafC	NA	Raffinose family oligosaccharide ABC transporter permease component 1 (TC 3.A.1.1.53)	no	Mel;RFO	transporter	TC 3.A.1.1.53	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports melibiose, raffinose, and stachyose	RafR	fig|326426.4.peg.2011	Bbr_1866	characterized_bifido	Gene in Bifidobacterium breve UCC2003 is upregulated during growth on melibiose, raffinose, stachyose	23913435
Alpha-galactoside utilization	RafD	NA	Raffinose family oligosaccharide ABC transporter permease component 2 (TC 3.A.1.1.53)	no	Mel;RFO	transporter	TC 3.A.1.1.53	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports melibiose, raffinose, and stachyose	RafR	fig|326426.4.peg.2010	Bbr_1865	characterized_bifido	Gene in Bifidobacterium breve UCC2003 is upregulated during growth on melibiose, raffinose, stachyose	23913435
Alpha-galactoside utilization	RafR	NA	Transcriptional regulator of raffinose family oligosaccharide utilization (ROK family)	no	Mel;RFO	regulator	ROK	NA	Transcriptional activator of raf genes	RafR	fig|326426.4.peg.2013	Bbr_1868	characterized_bifido	Knockout of the gene significantly decreases the growth of Bifidobacterium breve UCC2003 on melibiose, raffinose, and stachyose	24705323
Beta-galactoside utilization	Bga2A	BbgIV;Bbr_1552;Bbr_0010;B8809_1361	Beta-1,4-galactosidase (GH2)	yes	Lac	CAZyme	GH2	intracellular	Releases terminal beta-1,4-linked galactopyranosyl (D-Galp) residues from lactose and LNnT	LacR	fig|391904.5.peg.2348;fig|702459.3.peg.1512;fig|326426.4.peg.1666;fig|326426.4.peg.10;fig|1679.9.peg.1463	Blon_2334;BBPR_1460;Bbr_1552;Bbr_0010;B8809_1361	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC15697, Bifidobacterium bifidum NCIMB41171, Bifidobacterium breve UCC2003, Bifidobacterium longum subsp. longum NCIMB8809; Bifidobacterium dentium Y510). Protein in Bifidobacterium longum subsp. infantis ATCC15697 is constitutively expressed during growth on HMO and glucose	21926104;19099301;30661116;23469017;34857830
Beta-galactoside utilization	Bga2B	BbgI	Beta-1,4-galactosidase-2 (GH2)	no	Lac	CAZyme	GH2	intracellular	Preferentially releases the terminal beta-1,4-linked galactopyranosyl (D-Galp) residue from lactose	NA	fig|702459.3.peg.158	BBPR_0150	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum NCIMB41171)	19099301
Beta-galactoside utilization	Bga2C	BgaC	Beta-1,4-galactosidase-3 (GH2)	no	Lac	CAZyme	GH2	intracellular	Releases the terminal beta-1,4-linked galactopyranosyl (D-Galp) residue from lactose	NA	fig|367928.6.peg.1667	BAD_1582	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis ATCC 15703)	33427933
Beta-galactoside utilization	Bga2E	NA	Putative beta-galactosidase (GH2)	no	Beta-galactoside utilization	CAZyme	GH2	intracellular	Predicted to release terminal beta-galactopyranosyl (D-Galp) residues	NA	fig|401473.3.peg.2083;fig|401473.3.peg.210	BDP_2211;BDP_0222	homology_with_characterized	28% amino acid sequence identity with characterized beta-galactosidase from Bacteroides ovatus	24463512
Beta-galactoside utilization	Bga2F	NA	Putative beta-galactosidase-2 (GH2)	no	Beta-galactoside utilization	CAZyme	GH2	intracellular	Predicted to release terminal beta-galactopyranosyl (D-Galp) residues	NA	fig|401473.3.peg.1993	BDP_2117	homology_with_characterized	30% amino acid sequence identity with characterized beta-galactosidase from Bifidobacterium longum subsp. infantis ATCC15697	23200660
Beta-galactoside utilization	LacL	NA	Beta-galactosidase large subunit (EC 3.2.1.23)	no	Lac	CAZyme	GH2	intracellular	Predicted to release the terminal beta-1,4-linked galactopyranosyl (D-Galp) residue from lactose	GalR2	fig|518635.5.peg.407	BIFANG_02309	homology_with_characterized	53% amino acid sequence identity with characterized beta-galactosidase large subunit from Limosilactobacillus reuteri	16819907
Beta-galactoside utilization	LacM	NA	Beta-galactosidase small subunit (EC 3.2.1.23)	no	Lac	CAZyme	GH2	intracellular	Predicted to release the terminal beta-1,4-linked galactopyranosyl (D-Galp) residue from lactose	GalR2	fig|518635.5.peg.408	BIFANG_02310	homology_with_characterized	56% amino acid sequence identity with characterized beta-galactosidase small subunit from Limosilactobacillus reuteri	16819907
Beta-galactoside utilization	LacS	NA	Lactose MFS permease (TC 2.A.2)	yes	Lac;Lactulose utilization	transporter	TC 2.A.2	MFS Superfamily; Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family	Transports lactose and lactulose	LacR or NagR	fig|326426.4.peg.1665	Bbr_1551	characterized_bifido	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on lactose and lactulose	23199239
Beta-galactoside utilization	LacR	NA	Putative transcriptional regulator of lactose utilization (LacI family)	no	Lac	regulator	LacI	NA	Predicted to regulate the expression of lasS and bga2A	LacR	fig|326426.4.peg.1667	Bbr_1553	predicted_previously	Function was suggested previously in the literature	26903998
Beta-galactoside utilization	Bga2D	Bbr_0285;BgaA	Beta-1,3-galactosidase (GH2)	no	GOS	CAZyme	GH2	intracellular	Releases terminal beta-1,3-linked galactopyranosyl (D-Galp) residues from beta-1,3-galactobiose and beta-1,3-galactotriose	BgaR2	fig|326426.4.peg.307	Bbr_0285	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003, Bifidobacterium longum subsp. infantis ATCC15697)	32385941;23200660
Beta-galactoside utilization	GosT	Bbr_0284;BgaB	Beta-1,3-linked galactooligosaccharide MFS permease (TC 2.A.2)	no	GOS	transporter	TC 2.A.2	MFS Superfamily; Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family	Transports beta-1,3-linked galactooligosaccharides (DP < 4)	BgaR2	fig|326426.4.peg.306	Bbr_0284	characterized_bifido	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on beta-1,3-galactobiose and beta-1,3-galactotriose. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on galactooligosaccharides	32385941;23200660
Beta-galactoside utilization	BgaR2	NA	Putative transcriptional regulator of beta-1,3-linked galactooligosaccharide utilization (LacI family)	no	GOS	regulator	LacI	NA	Predicted to regulate the genes involved in beta-1,3-linked galactooligosaccharide utilization	BgaR2	fig|326426.4.peg.305	Bbr_0283	predicted_new	NA	NA
Beta-galactoside utilization	Bga42B	GalB;GalG;Bbr_0420;Beta-GalII	Beta-1,4-galactosidase (GH42)	no	GOS;PG	CAZyme	GH42	intracellular	Preferentially releases terminal beta-1,4-linked galactopyranosyl (D-Galp) residues from beta-1,4-galactobiose, beta-1,4-galactotriose, beta-1,4-galactotetraose, and 4'-galactosyllactose. Has approximately 100-fold lower activity toward lactose, not active on 3'-galactosyllactose, 6'-galactosyllactose, LNT, and LNnT	GosR or NA	fig|391904.5.peg.2135;fig|326426.4.peg.466;fig|367928.6.peg.1479	Blon_2123;Bbr_0420;BAD_1401	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC15697, Bifidobacterium breve UCC2003, Bifidobacterium adolescentis DSM20083). Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on type I galactan. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides and type I galactan	24270321;25903756;30661116;15480628;21375716
Beta-galactoside utilization	Bga42C	NA	Beta-1,4-galactosidase-2 (GH42)	no	GOS	CAZyme	GH42	intracellular	Releases terminal beta-1,4-linked galactopyranosyl (D-Galp) residues from beta-1,4-galactobiose and beta-1,4-galactotriose. Has approximately 1000-fold lower activity toward lactose, not active on LNT and LNnT	GosR2	fig|391904.5.peg.2430	Blon_2416	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC15697)	24270321
Beta-galactoside utilization	Bga42D	NA	Putative beta-galactosidase (GH42)	no	GOS	CAZyme	GH42	intracellular	Predicted to release terminal beta-galactopyranosyl (D-Galp) residues from galactooligosaccharides	NA	fig|1150461.5.peg.2392	BBSC_2275	homology_with_characterized	43% amino acid sequence identity with characterized beta-galactosidase from Planococcus sp.	17326654
Beta-galactoside utilization	Bga35	NA	Putative beta-galactosidase (GH35)	no	GOS	CAZyme	GH35	intracellular	Predicted to release terminal beta-galactopyranosyl (D-Galp) residues from galactooligosaccharides	GosR	fig|367928.6.peg.1481	BAD_1402	predicted_previously	Function was suggested previously in the literature	31762999
Beta-galactoside utilization	GalA	NA	Extracellular endo-beta-1,4/3-galactanase (GH53)	no	PG	CAZyme	GH53;CBM61	extracellular	Acts on potato galactan via a putative processive mechanism, releasing beta-1,4-galactobiose and beta-1,4-galactotriose. Not active toward type II galactan. Arabinofuranosyl side chains of the galactan backbone hinder the enzymatic activity	GosR	fig|326426.4.peg.468	Bbr_0422	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003). Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides and type I galactan	16151143;21375716;23199239
Beta-galactoside utilization	GosA	GalC	Beta-1,4-linked galactooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	GOS;PG	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports beta-1,4-linked galactooligosaccharides. Binds beta-1,4-galactobiose and 4′-galactosyllactose, but not 3′-galactosyllactose, 6′-galactosyllactose, and lactose in vitro	GosR	fig|326426.4.peg.462	Bbr_0417	characterized_bifido	Biochemically characterized (Bifidobacterium breve strain Yakult). Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on type I galactan. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides and type I galactan	21375716;23199239;25903756
Beta-galactoside utilization	GosB	GalD	Beta-1,4-linked galactooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	GOS;PG	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports galactooligosaccharides	GosR	fig|326426.4.peg.464	Bbr_0418	characterized_bifido	Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides and type I galactan	21375716;23199239
Beta-galactoside utilization	GosC	GalE	Beta-1,4-linked galactooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	GOS;PG	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports galactooligosaccharides	GosR	fig|326426.4.peg.465	Bbr_0419	characterized_bifido	Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides and type I galactan	21375716;23199239
Beta-galactoside utilization	GosA2	Blon_2414	Putative beta-1,4-linked galactooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	GOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-1,4-linked galactooligosaccharides	GosR2	fig|391904.5.peg.2428	Blon_2414	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on galactooligosaccharides	21423604
Beta-galactoside utilization	GosB2	Blon_2413	Putative beta-1,4-linked galactooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	GOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-1,4-linked galactooligosaccharides	GosR2	fig|391904.5.peg.2427	Blon_2413	predicted_previously	Function was suggested previously in the literature	21423604
Beta-galactoside utilization	GosC2	Blon_2412	Putative beta-1,4-linked galactooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	GOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-1,4-linked galactooligosaccharides	GosR2	fig|391904.5.peg.2426	Blon_2412	predicted_previously	Function was suggested previously in the literature	21423604
Beta-galactoside utilization	GosR	GalR	Transcriptional regulator of beta-1,4-linked galactooligosaccharide utilization (LacI family)	no	GOS;PG	regulator	LacI	NA	Regulates the expression of genes involved in beta-1,4-linked galactooligosaccharide utilization. Transcriptional effector: beta-1,4-galactobiose	GosR	fig|326426.4.peg.467	Bbr_0421	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003). Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides and type I galactan	21375716;23199239
Beta-galactoside utilization	GosR2	NA	Putative transcriptional regulator of beta-1,4-linked galactooligosaccharide utilization (LacI family)	no	GOS	regulator	LacI	NA	Predicted to regulate the expression of genes involved in beta-1,4-linked galactooligosaccharide utilization	GosR2	fig|391904.5.peg.2429	Blon_2415	predicted_previously	Function was suggested previously in the literature	26903998
Beta-galactoside utilization	Bga42A	LntA;Bbr_0529;BbgII;BlGal42A	Beta-1,3/4/6-galactosidase (GH42)	yes	GOS;AGII;GA	CAZyme	GH42	intracellular	Preferentially releases terminal beta-1,3/6-linked galactopyranosyl (D-Galp) residues from LNT, beta-1,3/1,6-galactobiose, and beta-1,6-galactotetraose. Has approximately 5-20-fold lower activity toward beta-1,4-galactobiose, beta-1,4-galactotriose, LNB, and lactose. Ortholog in Bifidobacterium animalis subsp. lactis Bl-04 is not active on LNB, GNB, LNT, and LNnT	BgaR or NA	fig|391904.5.peg.2030;fig|326426.4.peg.574;fig|702459.3.peg.1403;fig|555970.3.peg.489	Blon_2016;Bbr_0529;BBPR_1355;Balat_0484	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC15697, Bifidobacterium breve UCC2003, Bifidobacterium bifidum NCIMB41171, Bifidobacterium animalis subsp. lactis Bl-04; Bifidobacterium dentium Y510, Bifidobacterium pseudocatenulatum MM0196). Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on LNT. Protein in Bifidobacterium longum subsp. infantis ATCC15697 is constitutively expressed during growth on HMO and glucose	21926104;24270321;30661116;27929046;19099301;25287704;23469017;34857830;39315793
Beta-galactoside utilization	GosF	GosC;LntS;GL-SBP1;Bal6GBP	Beta-1,6-linked galactooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	GOS;AGII;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Preferentially binds beta-1,6-galactobiose and beta-1,6-galactotetraose in vitro. Has approximately 300-1630-fold lower affinity for beta-1,3/beta-1,4-galactobiose	BgaR	fig|326426.4.peg.575;fig|555970.3.peg.488	Bbr_0530;Balat_0483	characterized_bifido	Biochemically characterized (Bifidobacterium breve YIT 4014, Bifidobacterium animalis subsp. lactis Bl-04). Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides	28920844;31186348;23199239
Beta-galactoside utilization	GosG	GosD;LntP1	Beta-1,6-linked galactooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	GOS;AGII;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports beta-1,6-linked galactooligosaccharides	BgaR	fig|326426.4.peg.572	Bbr_0527	characterized_bifido	Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides	23199239
Beta-galactoside utilization	GosH	GosE;LntP2	Beta-1,6-linked galactooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	GOS;AGII;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports beta-1,6-linked galactooligosaccharides	BgaR	fig|326426.4.peg.573	Bbr_0528	characterized_bifido	Gene in Bifidobacterium breve UCC2003 is upregulated during growth on galactooligosaccharides	23199239
Beta-galactoside utilization	GosX	NA	Putative galactooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	GOS;AGII;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport galactooligosaccharides	BgaR	fig|565042.3.peg.462	BLLJ_0446	predicted_previously	Function was suggested previously in the literature	26903998
Beta-galactoside utilization	LctT	LT-SBP	Lactulose ABC transporter substrate-binding component (TC 3.A.1.1)	no	Lactulose utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports lactulose	BgaR	fig|216816.107.peg.495	BL105A_0502	characterized_bifido	Knockout of the gene significantly decreases the growth of Bifidobacterium longum subsp. longum 105-A on lactulose	33972677
Beta-galactoside utilization	BgaR	GosR;LntR	Putative transcriptional regulator of beta-1,6-linked galactooligosaccharide utilization (LacI family)	no	GOS;AGII;GA	regulator	LacI	NA	Predicted to regulate the expression of genes involved in beta-1,6-linked galactooligosaccharide utilization and type II arabinogalactan degradation. Predicted transcriptional effector: beta-1,6-galactobiose	BgaR	fig|565042.3.peg.456	BLLJ_0440	predicted_previously	Function was suggested previously in the literature	26903998
Beta-galactoside utilization	BgaR3	NA	Putative transcriptional regulator of galactooligosaccharide utilization (LacI family)	no	GOS	regulator	LacI	NA	Potentially regulates galactooligosacharide utilization	BgaR	fig|565042.3.peg.460	BLLJ_0444	predicted_new	NA	NA
Beta-galactoside utilization	Bll3HypBA1	BLLJ_1848	Extracellular beta-1,3-L-arabinofuranosidase (GH146)	yes	AGII;GA	CAZyme	GH146	extracellular	Releases terminal beta-1,3-linked arabinofuranosyl (L-Araf) residues from sugar beet arabinan, larch wood (type II) arabinogalactan, and gum arabic (Acacia senegal)	AraQ	fig|565042.3.peg.1913	BLLJ_1848	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	38324037
Beta-galactoside utilization	BlArafA	BLLJ_1854	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_22)	yes	AGII	CAZyme	GH43_22	extracellular	Releases terminal alpha-1,3-linked arabinofuranosyl (L-Araf) residues from larch wood (type II) arabinogalactan and arabinan	AraQ	fig|565042.3.peg.1919	BLLJ_1854	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	30564851
Beta-galactoside utilization	BlArafE	BLLJ_1850	Extracellular alpha-1,3/4-L-arabinofuranosidase (GH43_22_34)	yes	GA	CAZyme	GH43_22;GH43_34	extracellular	The protein contains two GH domains with different activities. The GH43_22 domain releases terminal alpha-1,3-linked arabinofuranosyl (L-Araf) residues from (i) alpha-1,3-Araf monosubstituted xylose backbone (e.g., XA3XXX) in arabinoxylan, (ii) alpha-1,3-/alpha-1,4-Araf disubstituted galactose side chains in gum arabic (Acacia senegal). The GH43_34 domain releases the remaining alpha-1,4-linked arabinofuranosyl (L-Araf) residues from galactose side chains in gum arabic (Acacia senegal)	AraQ	fig|565042.3.peg.1915	BLLJ_1850	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	35108084;35235007
Beta-galactoside utilization	Bl13Gal	Bl1;3Gal;BLLJ_1840	Extracellular exo-beta-1,3-galactanase (GH43_24)	no	AGII;GA	CAZyme	GH43_24;CBM32	extracellular	Releases galactopyranosyl (D-Galp) and beta-1,6-linked galactooligosaccharide side chains by cleaving beta-1,3-glycosidic bonds in dearabinosylated larch wood (type II) arabinogalactan and gum arabic (Acacia senegal). Low activity toward intact larch wood arabinogalactan, beta-1,3-galactan, gum arabic. Not active toward potato (type I) galactan and beta-glucan	BgaR	fig|565042.3.peg.1905	BLLJ_1840	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Gene in Bifidobacterium longum subsp. longum JCM1217 is upregulated during growth on larch wood arabinogalactan	24837371
Beta-galactoside utilization	Bl16Gal	Bl1;6Gal;BLLJ_1841	Extracellular exo-beta-1,6-galactobiohydrolase (GH30_5)	no	AGII;GA	CAZyme	GH30_5;CBM13	extracellular	Releases beta-1,6-galactobiose from beta-1,6-linked galactooligosaccharides, dearabinosylated larch wood (type II) arabinogalactan, and beta-1,6 galactan. Side chain arabinofuranosyl decorations hinder the activity	BgaR	fig|565042.3.peg.1906	BLLJ_1841	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217)	30564851
Beta-galactoside utilization	Gaf39	GAfase 	Extracellular 3-O-alpha-D-galactosyl-alpha-L-arabinofuranosidase (GH39)	no	AGII;GalAf;GA	CAZyme	GH39;CBM35	extracellular	Releases alpha-D-Galp-1,3-L-Araf and beta-L-Arap-1,3-L-Araf from gum arabic (Acacia senegal) and beta-L-Arap-1,3-L-Araf from larch arabinogalactan. The alpha-D-Galp-1,3-L-Araf release activity is 594-fold higher than that of beta-L-Arap-1,3-L-Araf	GafR	fig|216816.173.peg.38	APC1478_0034	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM7052)	33674431
Beta-galactoside utilization	Gaf36	BlAga3	Alpha-1,3-galactosidase (GH36)	no	GalAf;GA	CAZyme	GH36	intracellular	Preferentially releases the terminal alpha-1,3-linked galactopyranosyl (D-Galp) residue from galactosylarabinose (alpha-D-Galp-1,3-L-Ara). Does not act on intact gum arabic	GafR	fig|216816.173.peg.36	APC1478_0033	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM7052)	doi.org/10.5458/jag.jag.JAG-2021_0004
Beta-galactoside utilization	GafA	NA	Putative Gal(a1-3)Araf ABC transporter substrate-binding component (TC 3.A.1.1)	no	GalAf;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport galactosylarabinose (alpha-D-Galp-1,3-L-Araf)	GafR	fig|216816.173.peg.33	APC1478_0030	predicted_previously	Function was suggested previously in the literature	33674431
Beta-galactoside utilization	GafB	NA	Putative Gal(a1-3)Araf ABC transporter permease component 1 (TC 3.A.1.1)	no	GalAf;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport galactosylarabinose (alpha-D-Galp-1,3-L-Araf)	GafR	fig|216816.173.peg.34	APC1478_0031	predicted_previously	Function was suggested previously in the literature	33674431
Beta-galactoside utilization	GafC	NA	Putative Gal(a1-3)Araf ABC transporter permease component 2 (TC 3.A.1.1)	no	GalAf;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport galactosylarabinose (alpha-D-Galp-1,3-L-Araf)	GafR	fig|216816.173.peg.35	APC1478_0032	predicted_previously	Function was suggested previously in the literature	33674431
Beta-galactoside utilization	GafR	NA	Putative transcriptional regulator of Gal(a1-3)Araf utilization (LacI family)	no	GalAf;GA	regulator	LacI	NA	Predicted to regulate the expression of gafABC, gaf36, and gaf39	GafR	fig|216816.173.peg.31	APC1478_0029	predicted_new	NA	NA
Beta-galactoside utilization	Aaf39	AAfase 	Extracellular 3-O-beta-L-arabinopyranosyl-alpha-L-arabinofuranosidase (GH39)	no	AGII;GA	CAZyme	GH39	extracellular	Releases beta-L-Arap-1,3-L-Araf from gum arabic (Acacia senegal) and larch arabinogalactan	AafR	fig|28026.102.peg.1193	B5791_1107	characterized_bifido	Biochemically characterized (Bifidobacterium pseudocatenulatum MCC10289)	38047276
Beta-galactoside utilization	Aaf36	NA	Putative beta-L-arabinopyranosidase (GH36)	no	AGII;GA	CAZyme	GH36	intracellular	Predicted to cleave the beta-L-Arap-1,3-L-Ara disaccharide	AafR	fig|28026.102.peg.1194	B5791_1108	predicted_previously	Function was suggested previously in the literature	38047276
